ts,tag,value
1784020380,CHARGING_PUMP_A_RUN,1
1784020440,REACTOR_POWER_MW,2994.2
1784020440,GEN_POWER_MW,979.2
1784020440,CTRL_ROD_POS_PCT,94.8
1784020440,RCS_TEMP_C,291.78
1784020440,RCS_PRESS_BAR,154.95
1784020440,CHARGING_PUMP_A_RUN,1
1784020500,REACTOR_POWER_MW,3003.1
1784020500,GEN_POWER_MW,977.5
1784020500,CTRL_ROD_POS_PCT,94.8
1784020500,RCS_TEMP_C,292.34
1784020500,RCS_PRESS_BAR,154.76
1784020500,CHARGING_PUMP_A_RUN,1
1784020560,REACTOR_POWER_MW,2993.1
1784020560,GEN_POWER_MW,977.6
1784020560,CTRL_ROD_POS_PCT,95.2
1784020560,RCS_TEMP_C,292.30
1784020560,RCS_PRESS_BAR,155.04
1784020560,CHARGING_PUMP_A_RUN,1
1784020620,REACTOR_POWER_MW,2994.1
1784020620,GEN_POWER_MW,977.8
1784020620,CTRL_ROD_POS_PCT,95.1
1784020620,RCS_TEMP_C,291.62
1784020620,RCS_PRESS_BAR,155.26
1784020620,CHARGING_PUMP_A_RUN,1
1784020680,REACTOR_POWER_MW,3002.3
1784020680,GEN_POWER_MW,976.7
1784020680,CTRL_ROD_POS_PCT,95.2
1784020680,RCS_TEMP_C,291.85
1784020680,RCS_PRESS_BAR,155.17
1784020680,CHARGING_PUMP_A_RUN,1
1784020740,REACTOR_POWER_MW,2994.0
1784020740,GEN_POWER_MW,981.4
1784020740,CTRL_ROD_POS_PCT,95.1
1784020740,RCS_TEMP_C,291.70
1784020740,RCS_PRESS_BAR,155.29
1784020740,CHARGING_PUMP_A_RUN,1
1784020800,REACTOR_POWER_MW,2994.4
1784020800,GEN_POWER_MW,980.6
1784020800,CTRL_ROD_POS_PCT,95.1
1784020800,RCS_TEMP_C,291.64
1784020800,RCS_PRESS_BAR,154.91
1784020800,CHARGING_PUMP_A_RUN,1
1784020860,REACTOR_POWER_MW,3000.6
1784020860,GEN_POWER_MW,983.1
1784020860,CTRL_ROD_POS_PCT,95.2
1784020860,RCS_TEMP_C,291.61
1784020860,RCS_PRESS_BAR,154.89
1784020860,CHARGING_PUMP_A_RUN,1
1784020920,REACTOR_POWER_MW,3005.8
1784020920,GEN_POWER_MW,977.9
1784020920,CTRL_ROD_POS_PCT,94.9
1784020920,RCS_TEMP_C,292.15
1784020920,RCS_PRESS_BAR,154.83
1784020920,CHARGING_PUMP_A_RUN,1
1784020980,REACTOR_POWER_MW,2995.2
1784020980,GEN_POWER_MW,978.9
1784020980,CTRL_ROD_POS_PCT,94.9
1784020980,RCS_TEMP_C,292.15
1784020980,RCS_PRESS_BAR,154.71
1784020980,CHARGING_PUMP_A_RUN,1
1784021040,REACTOR_POWER_MW,2995.3
1784021040,GEN_POWER_MW,974.2
1784021040,CTRL_ROD_POS_PCT,95.0
1784021040,RCS_TEMP_C,292.16
1784021040,RCS_PRESS_BAR,154.78
1784021040,CHARGING_PUMP_A_RUN,1
1784021100,REACTOR_POWER_MW,3001.6
1784021100,GEN_POWER_MW,982.5
1784021100,CTRL_ROD_POS_PCT,95.1
1784021100,RCS_TEMP_C,292.00
1784021100,RCS_PRESS_BAR,155.08
1784021100,CHARGING_PUMP_A_RUN,1
1784021160,REACTOR_POWER_MW,2999.9
1784021160,GEN_POWER_MW,975.2
1784021160,CTRL_ROD_POS_PCT,95.1
1784021160,RCS_TEMP_C,291.97
1784021160,RCS_PRESS_BAR,154.92
1784021160,CHARGING_PUMP_A_RUN,1
1784021220,REACTOR_POWER_MW,2999.7
1784021220,GEN_POWER_MW,977.3
1784021220,CTRL_ROD_POS_PCT,94.9
1784021220,RCS_TEMP_C,291.73
1784021220,RCS_PRESS_BAR,155.08
1784021220,CHARGING_PUMP_A_RUN,1
1784021280,REACTOR_POWER_MW,3006.3
1784021280,GEN_POWER_MW,979.6
1784021280,CTRL_ROD_POS_PCT,95.1
1784021280,RCS_TEMP_C,292.18
1784021280,RCS_PRESS_BAR,155.29
1784021280,CHARGING_PUMP_A_RUN,1
1784021340,REACTOR_POWER_MW,3002.9
1784021340,GEN_POWER_MW,977.1
1784021340,CTRL_ROD_POS_PCT,94.9
1784021340,RCS_TEMP_C,291.83
1784021340,RCS_PRESS_BAR,154.88
1784021340,CHARGING_PUMP_A_RUN,1
1784021400,REACTOR_POWER_MW,3000.7
1784021400,GEN_POWER_MW,977.3
1784021400,CTRL_ROD_POS_PCT,95.0
1784021400,RCS_TEMP_C,291.80
1784021400,RCS_PRESS_BAR,155.18
1784021400,CHARGING_PUMP_A_RUN,1
1784021460,REACTOR_POWER_MW,2998.3
1784021460,GEN_POWER_MW,979.1
1784021460,CTRL_ROD_POS_PCT,95.1
1784021460,RCS_TEMP_C,291.80
1784021460,RCS_PRESS_BAR,155.21
1784021460,CHARGING_PUMP_A_RUN,1
1784021520,REACTOR_POWER_MW,3001.3
1784021520,GEN_POWER_MW,976.2
1784021520,CTRL_ROD_POS_PCT,95.2
1784021520,RCS_TEMP_C,291.72
1784021520,RCS_PRESS_BAR,155.06
1784021520,CHARGING_PUMP_A_RUN,1
1784021580,REACTOR_POWER_MW,3005.4
1784021580,GEN_POWER_MW,986.0
1784021580,CTRL_ROD_POS_PCT,94.9
1784021580,RCS_TEMP_C,291.87
1784021580,RCS_PRESS_BAR,154.81
1784021580,CHARGING_PUMP_A_RUN,1
1784021640,REACTOR_POWER_MW,2999.9
1784021640,GEN_POWER_MW,982.2
1784021640,CTRL_ROD_POS_PCT,94.9
1784021640,RCS_TEMP_C,292.37
1784021640,RCS_PRESS_BAR,154.76
1784021640,CHARGING_PUMP_A_RUN,1
1784021700,REACTOR_POWER_MW,2997.2
1784021700,GEN_POWER_MW,983.0
1784021700,CTRL_ROD_POS_PCT,94.8
1784021700,RCS_TEMP_C,292.09
1784021700,RCS_PRESS_BAR,154.70
1784021700,CHARGING_PUMP_A_RUN,1
1784021760,REACTOR_POWER_MW,2999.5
1784021760,GEN_POWER_MW,980.9
1784021760,CTRL_ROD_POS_PCT,95.2
1784021760,RCS_TEMP_C,291.92
1784021760,RCS_PRESS_BAR,155.04
1784021760,CHARGING_PUMP_A_RUN,1
1784021820,REACTOR_POWER_MW,3003.4
1784021820,GEN_POWER_MW,978.5
1784021820,CTRL_ROD_POS_PCT,94.9
1784021820,RCS_TEMP_C,291.67
1784021820,RCS_PRESS_BAR,154.79
1784021820,CHARGING_PUMP_A_RUN,1
1784021880,REACTOR_POWER_MW,3003.3
1784021880,GEN_POWER_MW,976.4
1784021880,CTRL_ROD_POS_PCT,95.0
1784021880,RCS_TEMP_C,292.19
1784021880,RCS_PRESS_BAR,154.91
1784021880,CHARGING_PUMP_A_RUN,1
1784021940,REACTOR_POWER_MW,3004.2
1784021940,GEN_POWER_MW,982.4
1784021940,CTRL_ROD_POS_PCT,95.1
1784021940,RCS_TEMP_C,292.26
1784021940,RCS_PRESS_BAR,154.83
1784021940,CHARGING_PUMP_A_RUN,1
1784022000,REACTOR_POWER_MW,2997.4
1784022000,GEN_POWER_MW,977.6
1784022000,CTRL_ROD_POS_PCT,95.1
1784022000,RCS_TEMP_C,292.00
1784022000,RCS_PRESS_BAR,154.93
1784022000,CHARGING_PUMP_A_RUN,1
1784022060,REACTOR_POWER_MW,2999.8
1784022060,GEN_POWER_MW,984.5
1784022060,CTRL_ROD_POS_PCT,95.1
1784022060,RCS_TEMP_C,291.62
1784022060,RCS_PRESS_BAR,154.79
1784022060,CHARGING_PUMP_A_RUN,1
1784022120,REACTOR_POWER_MW,2995.3
1784022120,GEN_POWER_MW,975.5
1784022120,CTRL_ROD_POS_PCT,94.9
1784022120,RCS_TEMP_C,291.62
1784022120,RCS_PRESS_BAR,155.02
1784022120,CHARGING_PUMP_A_RUN,1
1784022180,REACTOR_POWER_MW,3002.5
1784022180,GEN_POWER_MW,980.4
1784022180,CTRL_ROD_POS_PCT,94.9
1784022180,RCS_TEMP_C,292.18
1784022180,RCS_PRESS_BAR,154.92
1784022180,CHARGING_PUMP_A_RUN,1
1784022240,REACTOR_POWER_MW,2998.7
1784022240,GEN_POWER_MW,976.8
1784022240,CTRL_ROD_POS_PCT,95.1
1784022240,RCS_TEMP_C,292.26
1784022240,RCS_PRESS_BAR,154.81
1784022240,CHARGING_PUMP_A_RUN,1
1784022300,REACTOR_POWER_MW,2996.9
1784022300,GEN_POWER_MW,981.6
1784022300,CTRL_ROD_POS_PCT,95.2
1784022300,RCS_TEMP_C,292.28
1784022300,RCS_PRESS_BAR,155.27
1784022300,CHARGING_PUMP_A_RUN,1
1784022360,REACTOR_POWER_MW,3004.3
1784022360,GEN_POWER_MW,985.0
1784022360,CTRL_ROD_POS_PCT,94.9
1784022360,RCS_TEMP_C,292.36
1784022360,RCS_PRESS_BAR,154.95
1784022360,CHARGING_PUMP_A_RUN,1
1784022420,REACTOR_POWER_MW,2992.5
1784022420,GEN_POWER_MW,980.2
1784022420,CTRL_ROD_POS_PCT,95.0
1784022420,RCS_TEMP_C,292.06
1784022420,RCS_PRESS_BAR,154.73
1784022420,CHARGING_PUMP_A_RUN,1
1784022480,REACTOR_POWER_MW,3006.2
1784022480,GEN_POWER_MW,985.8
1784022480,CTRL_ROD_POS_PCT,94.8
1784022480,RCS_TEMP_C,292.20
1784022480,RCS_PRESS_BAR,155.29
1784022480,CHARGING_PUMP_A_RUN,1
1784022540,REACTOR_POWER_MW,2999.3
1784022540,GEN_POWER_MW,975.2
1784022540,CTRL_ROD_POS_PCT,95.0
1784022540,RCS_TEMP_C,292.17
1784022540,RCS_PRESS_BAR,155.00
1784022540,CHARGING_PUMP_A_RUN,1
1784022600,REACTOR_POWER_MW,3002.9
1784022600,GEN_POWER_MW,982.8
1784022600,CTRL_ROD_POS_PCT,95.0
1784022600,RCS_TEMP_C,292.02
1784022600,RCS_PRESS_BAR,155.16
1784022600,CHARGING_PUMP_A_RUN,1
1784022660,REACTOR_POWER_MW,2995.7
1784022660,GEN_POWER_MW,976.6
1784022660,CTRL_ROD_POS_PCT,95.1
1784022660,RCS_TEMP_C,292.07
1784022660,RCS_PRESS_BAR,154.81
1784022660,CHARGING_PUMP_A_RUN,1
1784022720,REACTOR_POWER_MW,3005.9
1784022720,GEN_POWER_MW,985.0
1784022720,CTRL_ROD_POS_PCT,95.1
1784022720,RCS_TEMP_C,292.37
1784022720,RCS_PRESS_BAR,155.24
1784022720,CHARGING_PUMP_A_RUN,1
1784022780,REACTOR_POWER_MW,2998.8
1784022780,GEN_POWER_MW,980.3
1784022780,CTRL_ROD_POS_PCT,95.0
1784022780,RCS_TEMP_C,291.82
1784022780,RCS_PRESS_BAR,155.08
1784022780,CHARGING_PUMP_A_RUN,1
1784022840,REACTOR_POWER_MW,2997.9
1784022840,GEN_POWER_MW,981.8
1784022840,CTRL_ROD_POS_PCT,94.9
1784022840,RCS_TEMP_C,291.91
1784022840,RCS_PRESS_BAR,154.91
1784022840,CHARGING_PUMP_A_RUN,1
1784022900,REACTOR_POWER_MW,2998.2
1784022900,GEN_POWER_MW,983.4
1784022900,CTRL_ROD_POS_PCT,94.9
1784022900,RCS_TEMP_C,292.31
1784022900,RCS_PRESS_BAR,154.98
1784022900,CHARGING_PUMP_A_RUN,1
1784022960,REACTOR_POWER_MW,2993.8
1784022960,GEN_POWER_MW,979.1
1784022960,CTRL_ROD_POS_PCT,94.9
1784022960,RCS_TEMP_C,292.32
1784022960,RCS_PRESS_BAR,155.12
1784022960,CHARGING_PUMP_A_RUN,1
1784023020,REACTOR_POWER_MW,2994.9
1784023020,GEN_POWER_MW,974.2
1784023020,CTRL_ROD_POS_PCT,95.0
1784023020,RCS_TEMP_C,291.90
1784023020,RCS_PRESS_BAR,154.95
1784023020,CHARGING_PUMP_A_RUN,1
1784023080,REACTOR_POWER_MW,3005.2
1784023080,GEN_POWER_MW,984.2
1784023080,CTRL_ROD_POS_PCT,95.0
1784023080,RCS_TEMP_C,291.88
1784023080,RCS_PRESS_BAR,155.14
1784023080,CHARGING_PUMP_A_RUN,1
1784023140,REACTOR_POWER_MW,2997.1
1784023140,GEN_POWER_MW,977.6
1784023140,CTRL_ROD_POS_PCT,95.0
1784023140,RCS_TEMP_C,292.24
1784023140,RCS_PRESS_BAR,155.28
1784023140,CHARGING_PUMP_A_RUN,1
1784023200,REACTOR_POWER_MW,2992.6
1784023200,GEN_POWER_MW,972.7
1784023200,CTRL_ROD_POS_PCT,94.9
1784023200,RCS_TEMP_C,292.15
1784023200,RCS_PRESS_BAR,154.79
1784023200,CHARGING_PUMP_A_RUN,1
1784023260,REACTOR_POWER_MW,2998.8
1784023260,GEN_POWER_MW,983.6
1784023260,CTRL_ROD_POS_PCT,95.0
1784023260,RCS_TEMP_C,291.86
1784023260,RCS_PRESS_BAR,155.23
1784023260,CHARGING_PUMP_A_RUN,1
1784023320,REACTOR_POWER_MW,3005.1
1784023320,GEN_POWER_MW,986.2
1784023320,CTRL_ROD_POS_PCT,94.8
1784023320,RCS_TEMP_C,292.38
1784023320,RCS_PRESS_BAR,155.17
1784023320,CHARGING_PUMP_A_RUN,1
1784023380,REACTOR_POWER_MW,2995.5
1784023380,GEN_POWER_MW,974.4
1784023380,CTRL_ROD_POS_PCT,95.1
1784023380,RCS_TEMP_C,291.65
1784023380,RCS_PRESS_BAR,155.01
1784023380,CHARGING_PUMP_A_RUN,1
1784023440,REACTOR_POWER_MW,2992.3
1784023440,GEN_POWER_MW,974.9
1784023440,CTRL_ROD_POS_PCT,95.0
1784023440,RCS_TEMP_C,292.02
1784023440,RCS_PRESS_BAR,154.94
1784023440,CHARGING_PUMP_A_RUN,1
1784023500,REACTOR_POWER_MW,3002.8
1784023500,GEN_POWER_MW,979.6
1784023500,CTRL_ROD_POS_PCT,94.8
1784023500,RCS_TEMP_C,291.93
1784023500,RCS_PRESS_BAR,155.14
1784023500,CHARGING_PUMP_A_RUN,1
1784023560,REACTOR_POWER_MW,2993.7
1784023560,GEN_POWER_MW,975.3
1784023560,CTRL_ROD_POS_PCT,94.8
1784023560,RCS_TEMP_C,292.19
1784023560,RCS_PRESS_BAR,155.22
1784023560,CHARGING_PUMP_A_RUN,1
1784023620,REACTOR_POWER_MW,2994.9
1784023620,GEN_POWER_MW,977.1
1784023620,CTRL_ROD_POS_PCT,95.2
1784023620,RCS_TEMP_C,292.25
1784023620,RCS_PRESS_BAR,154.81
1784023620,CHARGING_PUMP_A_RUN,1
1784023680,REACTOR_POWER_MW,2998.0
1784023680,GEN_POWER_MW,980.5
1784023680,CTRL_ROD_POS_PCT,95.0
1784023680,RCS_TEMP_C,291.60
1784023680,RCS_PRESS_BAR,154.81
1784023680,CHARGING_PUMP_A_RUN,1
1784023740,REACTOR_POWER_MW,3007.4
1784023740,GEN_POWER_MW,983.2
1784023740,CTRL_ROD_POS_PCT,94.9
1784023740,RCS_TEMP_C,291.79
1784023740,RCS_PRESS_BAR,154.98
1784023740,CHARGING_PUMP_A_RUN,1
1784023800,REACTOR_POWER_MW,3005.8
1784023800,GEN_POWER_MW,985.8
1784023800,CTRL_ROD_POS_PCT,94.8
1784023800,RCS_TEMP_C,292.02
1784023800,RCS_PRESS_BAR,155.04
1784023800,CHARGING_PUMP_A_RUN,1
1784023860,REACTOR_POWER_MW,3003.2
1784023860,GEN_POWER_MW,982.7
1784023860,CTRL_ROD_POS_PCT,94.8
1784023860,RCS_TEMP_C,292.38
1784023860,RCS_PRESS_BAR,155.24
1784023860,CHARGING_PUMP_A_RUN,1
1784023920,REACTOR_POWER_MW,2994.2
1784023920,GEN_POWER_MW,975.5
1784023920,CTRL_ROD_POS_PCT,94.8
1784023920,RCS_TEMP_C,291.78
1784023920,RCS_PRESS_BAR,155.14
1784023920,CHARGING_PUMP_A_RUN,1
1784023980,REACTOR_POWER_MW,2998.6
1784023980,GEN_POWER_MW,976.0
1784023980,CTRL_ROD_POS_PCT,94.9
1784023980,RCS_TEMP_C,292.19
1784023980,RCS_PRESS_BAR,154.71
1784023980,CHARGING_PUMP_A_RUN,1
1784024040,REACTOR_POWER_MW,3003.7
1784024040,GEN_POWER_MW,978.7
1784024040,CTRL_ROD_POS_PCT,95.0
1784024040,RCS_TEMP_C,291.68
1784024040,RCS_PRESS_BAR,154.93
1784024040,CHARGING_PUMP_A_RUN,1
1784024100,REACTOR_POWER_MW,2998.5
1784024100,GEN_POWER_MW,981.6
1784024100,CTRL_ROD_POS_PCT,95.2
1784024100,RCS_TEMP_C,291.83
1784024100,RCS_PRESS_BAR,155.03
1784024100,CHARGING_PUMP_A_RUN,1
1784024160,REACTOR_POWER_MW,2993.5
1784024160,GEN_POWER_MW,974.4
1784024160,CTRL_ROD_POS_PCT,95.1
1784024160,RCS_TEMP_C,292.04
1784024160,RCS_PRESS_BAR,155.23
1784024160,CHARGING_PUMP_A_RUN,1
1784024220,REACTOR_POWER_MW,3005.7
1784024220,GEN_POWER_MW,983.7
1784024220,CTRL_ROD_POS_PCT,94.9
1784024220,RCS_TEMP_C,291.90
1784024220,RCS_PRESS_BAR,155.14
1784024220,CHARGING_PUMP_A_RUN,1
1784024280,REACTOR_POWER_MW,3003.9
1784024280,GEN_POWER_MW,977.6
1784024280,CTRL_ROD_POS_PCT,94.9
1784024280,RCS_TEMP_C,291.94
1784024280,RCS_PRESS_BAR,155.20
1784024280,CHARGING_PUMP_A_RUN,1
1784024340,REACTOR_POWER_MW,3007.0
1784024340,GEN_POWER_MW,983.4
1784024340,CTRL_ROD_POS_PCT,94.9
1784024340,RCS_TEMP_C,292.10
1784024340,RCS_PRESS_BAR,154.88
1784024340,CHARGING_PUMP_A_RUN,1
1784024400,REACTOR_POWER_MW,3000.8
1784024400,GEN_POWER_MW,975.3
1784024400,CTRL_ROD_POS_PCT,94.9
1784024400,RCS_TEMP_C,292.24
1784024400,RCS_PRESS_BAR,154.86
1784024400,CHARGING_PUMP_A_RUN,1
1784024460,REACTOR_POWER_MW,3000.3
1784024460,GEN_POWER_MW,976.1
1784024460,CTRL_ROD_POS_PCT,95.0
1784024460,RCS_TEMP_C,292.09
1784024460,RCS_PRESS_BAR,155.27
1784024460,CHARGING_PUMP_A_RUN,1
1784024520,REACTOR_POWER_MW,3000.3
1784024520,GEN_POWER_MW,978.6
1784024520,CTRL_ROD_POS_PCT,94.8
1784024520,RCS_TEMP_C,292.07
1784024520,RCS_PRESS_BAR,154.87
1784024520,CHARGING_PUMP_A_RUN,1
1784024580,REACTOR_POWER_MW,3000.0
1784024580,GEN_POWER_MW,982.3
1784024580,CTRL_ROD_POS_PCT,94.9
1784024580,RCS_TEMP_C,292.36
1784024580,RCS_PRESS_BAR,154.93
1784024580,CHARGING_PUMP_A_RUN,1
1784024640,REACTOR_POWER_MW,2999.1
1784024640,GEN_POWER_MW,978.0
1784024640,CTRL_ROD_POS_PCT,95.1
1784024640,RCS_TEMP_C,291.74
1784024640,RCS_PRESS_BAR,155.07
1784024640,CHARGING_PUMP_A_RUN,1
1784024700,REACTOR_POWER_MW,2992.6
1784024700,GEN_POWER_MW,975.6
1784024700,CTRL_ROD_POS_PCT,94.9
1784024700,RCS_TEMP_C,292.26
1784024700,RCS_PRESS_BAR,154.86
1784024700,CHARGING_PUMP_A_RUN,1
1784024760,REACTOR_POWER_MW,2992.2
1784024760,GEN_POWER_MW,978.2
1784024760,CTRL_ROD_POS_PCT,95.2
1784024760,RCS_TEMP_C,292.26
1784024760,RCS_PRESS_BAR,154.85
1784024760,CHARGING_PUMP_A_RUN,1
1784024820,REACTOR_POWER_MW,3002.7
1784024820,GEN_POWER_MW,984.2
1784024820,CTRL_ROD_POS_PCT,94.8
1784024820,RCS_TEMP_C,292.41
1784024820,RCS_PRESS_BAR,155.04
1784024820,CHARGING_PUMP_A_RUN,1
1784024880,REACTOR_POWER_MW,2997.7
1784024880,GEN_POWER_MW,981.9
1784024880,CTRL_ROD_POS_PCT,95.0
1784024880,RCS_TEMP_C,292.25
1784024880,RCS_PRESS_BAR,154.84
1784024880,CHARGING_PUMP_A_RUN,1
1784024940,REACTOR_POWER_MW,2997.5
1784024940,GEN_POWER_MW,977.4
1784024940,CTRL_ROD_POS_PCT,95.2
1784024940,RCS_TEMP_C,291.66
1784024940,RCS_PRESS_BAR,154.80
1784024940,CHARGING_PUMP_A_RUN,1
1784025000,REACTOR_POWER_MW,3003.7
1784025000,GEN_POWER_MW,985.8
1784025000,CTRL_ROD_POS_PCT,94.8
1784025000,RCS_TEMP_C,292.09
1784025000,RCS_PRESS_BAR,154.83
1784025000,CHARGING_PUMP_A_RUN,1
1784025060,REACTOR_POWER_MW,3007.4
1784025060,GEN_POWER_MW,980.8
1784025060,CTRL_ROD_POS_PCT,94.9
1784025060,RCS_TEMP_C,292.15
1784025060,RCS_PRESS_BAR,155.08
1784025060,CHARGING_PUMP_A_RUN,1
1784025120,REACTOR_POWER_MW,2996.0
1784025120,GEN_POWER_MW,977.8
1784025120,CTRL_ROD_POS_PCT,95.0
1784025120,RCS_TEMP_C,292.09
1784025120,RCS_PRESS_BAR,155.05
1784025120,CHARGING_PUMP_A_RUN,1
1784025180,REACTOR_POWER_MW,2992.3
1784025180,GEN_POWER_MW,980.9
1784025180,CTRL_ROD_POS_PCT,94.9
1784025180,RCS_TEMP_C,291.74
1784025180,RCS_PRESS_BAR,155.10
1784025180,CHARGING_PUMP_A_RUN,1
1784025240,REACTOR_POWER_MW,2999.5
1784025240,GEN_POWER_MW,981.9
1784025240,CTRL_ROD_POS_PCT,95.0
1784025240,RCS_TEMP_C,292.22
1784025240,RCS_PRESS_BAR,155.27
1784025240,CHARGING_PUMP_A_RUN,1
1784025300,REACTOR_POWER_MW,3005.0
1784025300,GEN_POWER_MW,977.7
1784025300,CTRL_ROD_POS_PCT,94.9
1784025300,RCS_TEMP_C,291.96
1784025300,RCS_PRESS_BAR,155.22
1784025300,CHARGING_PUMP_A_RUN,1
1784025360,REACTOR_POWER_MW,2997.6
1784025360,GEN_POWER_MW,975.7
1784025360,CTRL_ROD_POS_PCT,95.1
1784025360,RCS_TEMP_C,291.79
1784025360,RCS_PRESS_BAR,155.14
1784025360,CHARGING_PUMP_A_RUN,1
1784025420,REACTOR_POWER_MW,2997.5
1784025420,GEN_POWER_MW,979.5
1784025420,CTRL_ROD_POS_PCT,95.1
1784025420,RCS_TEMP_C,291.86
1784025420,RCS_PRESS_BAR,155.12
1784025420,CHARGING_PUMP_A_RUN,1
1784025480,REACTOR_POWER_MW,2996.8
1784025480,GEN_POWER_MW,975.1
1784025480,CTRL_ROD_POS_PCT,94.9
1784025480,RCS_TEMP_C,291.97
1784025480,RCS_PRESS_BAR,155.27
1784025480,CHARGING_PUMP_A_RUN,1
1784025540,REACTOR_POWER_MW,3004.5
1784025540,GEN_POWER_MW,985.5
1784025540,CTRL_ROD_POS_PCT,94.8
1784025540,RCS_TEMP_C,292.01
1784025540,RCS_PRESS_BAR,155.29
1784025540,CHARGING_PUMP_A_RUN,1
1784025600,REACTOR_POWER_MW,3007.1
1784025600,GEN_POWER_MW,978.0
1784025600,CTRL_ROD_POS_PCT,95.0
1784025600,RCS_TEMP_C,291.86
1784025600,RCS_PRESS_BAR,154.83
1784025600,CHARGING_PUMP_A_RUN,1
1784025660,REACTOR_POWER_MW,2993.2
1784025660,GEN_POWER_MW,982.5
1784025660,CTRL_ROD_POS_PCT,94.9
1784025660,RCS_TEMP_C,291.85
1784025660,RCS_PRESS_BAR,155.26
1784025660,CHARGING_PUMP_A_RUN,1
1784025720,REACTOR_POWER_MW,2994.3
1784025720,GEN_POWER_MW,974.8
1784025720,CTRL_ROD_POS_PCT,95.2
1784025720,RCS_TEMP_C,291.61
1784025720,RCS_PRESS_BAR,155.19
1784025720,CHARGING_PUMP_A_RUN,1
1784025780,REACTOR_POWER_MW,3007.3
1784025780,GEN_POWER_MW,986.7
1784025780,CTRL_ROD_POS_PCT,95.2
1784025780,RCS_TEMP_C,292.12
1784025780,RCS_PRESS_BAR,154.82
1784025780,CHARGING_PUMP_A_RUN,1
1784025840,REACTOR_POWER_MW,2998.0
1784025840,GEN_POWER_MW,984.3
1784025840,CTRL_ROD_POS_PCT,95.1
1784025840,RCS_TEMP_C,291.88
1784025840,RCS_PRESS_BAR,154.97
1784025840,CHARGING_PUMP_A_RUN,1
1784025900,REACTOR_POWER_MW,2994.1
1784025900,GEN_POWER_MW,979.7
1784025900,CTRL_ROD_POS_PCT,95.0
1784025900,RCS_TEMP_C,291.72
1784025900,RCS_PRESS_BAR,155.20
1784025900,CHARGING_PUMP_A_RUN,1
1784025960,REACTOR_POWER_MW,3001.6
1784025960,GEN_POWER_MW,984.7
1784025960,CTRL_ROD_POS_PCT,95.2
1784025960,RCS_TEMP_C,292.06
1784025960,RCS_PRESS_BAR,154.92
1784025960,CHARGING_PUMP_A_RUN,1
1784026020,REACTOR_POWER_MW,2996.2
1784026020,GEN_POWER_MW,979.0
1784026020,CTRL_ROD_POS_PCT,95.0
1784026020,RCS_TEMP_C,291.83
1784026020,RCS_PRESS_BAR,155.10
1784026020,CHARGING_PUMP_A_RUN,1
1784026080,REACTOR_POWER_MW,2995.8
1784026080,GEN_POWER_MW,976.8
1784026080,CTRL_ROD_POS_PCT,95.1
1784026080,RCS_TEMP_C,291.73
1784026080,RCS_PRESS_BAR,154.79
1784026080,CHARGING_PUMP_A_RUN,1
1784026140,REACTOR_POWER_MW,2995.4
1784026140,GEN_POWER_MW,981.2
1784026140,CTRL_ROD_POS_PCT,95.0
1784026140,RCS_TEMP_C,291.62
1784026140,RCS_PRESS_BAR,155.04
1784026140,CHARGING_PUMP_A_RUN,1
1784026200,REACTOR_POWER_MW,2994.1
1784026200,GEN_POWER_MW,975.9
1784026200,CTRL_ROD_POS_PCT,94.9
1784026200,RCS_TEMP_C,291.82
1784026200,RCS_PRESS_BAR,154.92
1784026200,CHARGING_PUMP_A_RUN,1
1784026260,REACTOR_POWER_MW,2998.6
1784026260,GEN_POWER_MW,980.9
1784026260,CTRL_ROD_POS_PCT,94.9
1784026260,RCS_TEMP_C,291.74
1784026260,RCS_PRESS_BAR,154.79
1784026260,CHARGING_PUMP_A_RUN,1
1784026320,REACTOR_POWER_MW,2997.6
1784026320,GEN_POWER_MW,977.1
1784026320,CTRL_ROD_POS_PCT,94.9
1784026320,RCS_TEMP_C,291.70
1784026320,RCS_PRESS_BAR,154.71
1784026320,CHARGING_PUMP_A_RUN,1
1784026380,REACTOR_POWER_MW,3001.4
1784026380,GEN_POWER_MW,978.5
1784026380,CTRL_ROD_POS_PCT,95.0
1784026380,RCS_TEMP_C,291.90
1784026380,RCS_PRESS_BAR,155.19
1784026380,CHARGING_PUMP_A_RUN,1
1784026440,REACTOR_POWER_MW,2996.1
1784026440,GEN_POWER_MW,983.3
1784026440,CTRL_ROD_POS_PCT,94.8
1784026440,RCS_TEMP_C,291.75
1784026440,RCS_PRESS_BAR,155.13
1784026440,CHARGING_PUMP_A_RUN,1
1784026500,REACTOR_POWER_MW,2993.4
1784026500,GEN_POWER_MW,981.0
1784026500,CTRL_ROD_POS_PCT,95.0
1784026500,RCS_TEMP_C,291.64
1784026500,RCS_PRESS_BAR,155.25
1784026500,CHARGING_PUMP_A_RUN,1
1784026560,REACTOR_POWER_MW,3004.5
1784026560,GEN_POWER_MW,984.3
1784026560,CTRL_ROD_POS_PCT,95.0
1784026560,RCS_TEMP_C,292.13
1784026560,RCS_PRESS_BAR,155.06
1784026560,CHARGING_PUMP_A_RUN,1
1784026620,REACTOR_POWER_MW,2999.6
1784026620,GEN_POWER_MW,979.7
1784026620,CTRL_ROD_POS_PCT,95.0
1784026620,RCS_TEMP_C,291.75
1784026620,RCS_PRESS_BAR,155.21
1784026620,CHARGING_PUMP_A_RUN,1
1784026680,REACTOR_POWER_MW,2992.7
